15,"Perez Toro Maduro","5.75","48","MEX","MEX","MEX","Maduro","Medium-Full",
15,"Perez Torpedo Maduro","6","50","MEX","MEX","MEX","Maduro","Medium-Full",
16,"Perfección Classico Churchill","7","50","DR","DR","CTS/USA","Colorado Claro","Medium",
16,"Perfección Classico Churchill","7","50","DR","DR","INDO/SUM","Colorado Maduro","Medium",
16,"Perfección Classico Corona","6","44","DR","DR","CTS/USA","Colorado Claro","Medium",
16,"Perfección Classico Corona","6","44","DR","DR","INDO/SUM","Colorado Maduro","Medium",
16,"Perfección Classico Robusto","5","50","DR","DR","CTS/USA","Colorado Claro","Medium",
16,"Perfección Classico Robusto","5","50","DR","DR","INDO/SUM","Colorado Maduro","Medium",
16,"Perfección Classico Toro","6","50","DR","DR","CTS/USA","Colorado Claro","Medium",
16,"Perfección Classico Toro","6","50","DR","DR","INDO/SUM","Colorado Maduro","Medium",
16,"Perfección Original Churchill","7","50","DR","DR","CTS/USA","Colorado Claro","Mild",
16,"Perfección Original Churchill","7","50","DR","DR","INDO/SUM","Colorado Maduro","Mild",
16,"Perfección Original Corona","6","44","DR","DR","CTS/USA","Colorado Claro","Mild",
16,"Perfección Original Corona","6","44","DR","DR","INDO/SUM","Colorado Maduro","Mild",
16,"Perfección Original Robusto","5","50","DR","DR","CTS/USA","Colorado Claro","Mild",
16,"Perfección Original Robusto","5","50","DR","DR","INDO/SUM","Colorado Maduro","Mild",
16,"Perfección Original Toro","6","50","DR","DR","CTS/USA","Colorado Claro","Mild",
16,"Perfección Original Toro","6","50","DR","DR","INDO/SUM","Colorado Maduro","Mild",
16,"Perfección Platino Churchill","7","50","DR","DR","CTS/USA","Colorado Claro","Full",
16,"Perfección Platino Churchill","7","50","DR","DR","INDO/SUM","Colorado Maduro","Full",
16,"Perfección Platino Churchill","7","50","DR","DR","BRA","Maduro","Full",
16,"Perfección Platino Corona","6","44","DR","DR","CTS/USA","Colorado Claro","Full",
16,"Perfección Platino Corona","6","44","DR","DR","INDO/SUM","Colorado Maduro","Full",
16,"Perfección Platino Corona","6","44","DR","DR","BRA","Maduro","Full",
16,"Perfección Platino Robusto","5","50","DR","DR","BRA","Maduro","Full",
16,"Perfección Platino Robusto","5","50","DR","DR","INDO/SUM","Colorado Maduro","Full",
16,"Perfección Platino Robusto","5","50","DR","DR","CTS/USA","Colorado Claro","Full",
16,"Perfección Platino Toro","6","50","DR","DR","CTS/USA","Colorado Claro","Full",
16,"Perfección Platino Toro","6","50","DR","DR","INDO/SUM","Colorado Maduro","Full",
16,"Perfección Platino Toro","6","50","DR","DR","BRA","Maduro","Full",
16,"Perfección Toronado Churchill","7","50","DR","DR","CTS/SUM","Barber Pole","Medium",
16,"Perfección Toronado Corona","6","44","DR","DR","CTS/SUM","Barber Pole","Medium",
16,"Perfección Toronado Robusto","5","50","DR","DR","CTS/SUM","Barber Pole","Medium",
17,"Perfect Cut Cigarillos","3.5","30","","","","Naturale","",
17,"Perfect Cut Corona Tubos","5.5","42","","","","Naturale","",
18,"Perfecto Garcia 1905","7.25","54","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia 1905 Maduro","7.25","54","NIC","DR/HON/NIC","CTB/USA","Maduro","Medium-Full",
18,"Perfecto Garcia Belicoso","6","52","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Brilliantes","7","48","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Brilliantes Maduro","7","48","NIC","DR/HON/NIC","CTB","Maduro","Medium-Full",
18,"Perfecto Garcia Churchill","7","48","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Ensign","6.5","43","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Ensign Maduro","6.5","43","NIC","DR/HON/NIC","CTB","Maduro","Medium-Full",
18,"Perfecto Garcia Magnum","6","50","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Magnum Maduro","6","50","NIC","DR/HON/NIC","CTB","Maduro","Medium-Full",
18,"Perfecto Garcia Mayfair","5.5","45","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Waldorf","5","50","NIC","DR/HON/NIC","ECU","Colorado Claro","Medium-Full",
18,"Perfecto Garcia Waldorf Maduro","5","50","NIC","DR/HON/NIC","CTB","Maduro","Medium-Full",
19,"Pergamino Churchill","7","50","NIC","NIC","CRI/NIC","Colorado Maduro","Medium",
19,"Pergamino Corona","5.5","44","NIC","NIC","CRI/NIC","Colorado Maduro","Medium",
19,"Pergamino robusto","5","50","NIC","NIC","CRI/NIC","Colorado Maduro","Medium",
19,"Pergamino Toro","6","52","NIC","NIC","CRI/NIC","Colorado Maduro","Medium",
19,"Pergamino Torpedo","6","54","NIC","NIC","CRI/NIC","Colorado Maduro","Medium",
20,"Perique Belicoso","5","50","DR","DR/USA","INDO","Colorado Maduro","Full",
20,"Perique Churchill","7.5","50","DR","DR/USA","INDO","Colorado Maduro","Full",
20,"Perique Corona","5.75","44","DR","DR/USA","INDO","Colorado Maduro","Full",
20,"Perique Corona Grande","6.25","46","DR","DR/USA","INDO","Colorado Maduro","Full",
20,"Perique Toro","6","52","DR","DR/USA","INDO","Colorado Maduro","Full",
21,"Perla de Calvano Corona","5.5118","40","NIC","HON/NIC","Java","Colorado Maduro","Mild-Medium",
21,"Perla de Calvano Robusto","4.5","44","NIC","HON/NIC","Java","Colorado Maduro","Mild-Medium",
22,"Perla del Mar Perla G ","6.25","52","NIC","NIC","CTS/ECU","Colorado Claro","Mild-Medium",
22,"Perla del Mar Perla G Maduro","6.25","54","NIC","NIC","CTB","Maduro","Medium-Full",
22,"Perla Del Mar Perla L","5.5","46","NIC","NIC","CTS/ECU","Colorado Claro","Mild-Medium",
22,"Perla del Mar Perla L Maduro","5.5","46","NIC","NIC","CTB","Maduro","Medium-Full",
22,"Perla del Mar Perla M","4.75","52","NIC","NIC","CTS/ECU","Colorado Claro","Mild-Medium",
22,"Perla del Mar Perla M Maduro","4.75","52","NIC","NIC","CTB","Maduro","Medium-Full",
22,"Perla del Mar Perla P ","3.75","56","NIC","NIC","CTS/ECU","Colorado Claro","Mild-Medium",
22,"Perla del Mar Perla TG ","6","60","NIC","NIC","CTS/ECU","Colorado Claro","Mild-Medium",
22,"Perla del Mar Perla TG Maduro","6","60","NIC","NIC","CTB","Maduro","Medium-Full",
23,"Personales Churchill","7.5","48","DR","DR/NIC","ECU","Colorado Claro","Mild-Medium",
23,"Personales Churchill","7","48","DR","DR/NIC","ECU","Maduro","Mild-Medium",
23,"Personales Matador","6","50","DR","DR/NIC","ECU","Colorado Claro","Mild-Medium",
23,"Personales Matador","6","50","DR","DR/NIC","ECU","Maduro","Mild-Medium",
23,"Personales Rothschild","5","50","DR","DR/NIC","ECU","Colorado Claro","Mild-Medium",
23,"Personales Rothschild","5","50","DR","DR/NIC","ECU","Maduro","Mild-Medium",
23,"Personales Torpedo","6.13","52","DR","DR/NIC","ECU","Colorado Claro","Mild-Medium",
23,"Personales Torpedo","6.13","52","DR","DR/NIC","ECU","Maduro","Mild-Medium",
24,"Peter Stokkebye No. 1","7","50","DR","","","","",
24,"Peter Stokkebye No. 2","","","DR","","","","",
24,"Peter Stokkebye No. 3","","","DR","","","","",
25,"Peterson Gran Reserva Belicoso ","6.12","52","HON","HON/NIC","CAM","Colorado Maduro","Medium",
25,"Peterson Gran Reserva Churchill","6.5","48","HON","HON/NIC","CAM","Colorado Maduro","Medium",
25,"Peterson Gran Reserva Corona","5","44","HON","HON/NIC","CAM","Colorado Maduro","Medium",
25,"Peterson Gran Reserva Robusto","5.5","50","HON","HON/NIC","CAM","Colorado Maduro","Medium",
25,"Peterson Gran Reserva Toro","6","50","HON","HON/NIC","CAM","Colorado Maduro","Medium",
25,"Peterson Hallmark Maduro Churchill","7","48","DR","DR","MEX","Maduro","Medium-Full",
25,"Peterson Hallmark Maduro Corona","5.75","43","DR","DR","MEX","Maduro","Medium-Full",
25,"Peterson Hallmark Maduro Petit Corona","5","43","DR","DR","MEX","Maduro","Medium-Full",
25,"Peterson Hallmark Maduro Robusto","4.75","50","DR","DR","MEX","Maduro","Medium-Full",
25,"Peterson Hallmark Maduro Toro","6","50","DR","DR","MEX","Maduro","Medium-Full",
25,"Peterson Hallmark Natural Churchill","7","48","DR","DR","CTS","Colorado Claro","Mild-Medium",
25,"Peterson Hallmark Natural Corona","5.75","43","DR","DR","CTS","Colorado Claro","Mild-Medium",
25,"Peterson Hallmark Natural Petit Corona","5","43","DR","DR","CTS","Colorado Claro","Mild-Medium",
25,"Peterson Hallmark Natural Presidente","7.5","50","DR","DR","CTS","Colorado Claro","Mild-Medium",
25,"Peterson Hallmark Natural Robusto","4.75","50","DR","DR","CTS","Colorado Claro","Mild-Medium",
25,"Peterson Hallmark Natural Toro","6","50","DR","DR","CTS","Colorado Claro","Mild-Medium",
26,"Petri Toscanelli","3.88","34","USA","USA","USA","Claro","Medium-Full",
26,"Petri Toscani Twos","6.5","34","USA","USA","USA","Claro","Medium-Full",
27,"Petrus (Nicaragua) Antonius","5","54","NIC","NIC","CTS/NIC","Colorado Claro","Mild-Medium",
27,"Petrus (Nicaragua) Antonius Maduro","5","54","NIC","NIC","CT/NIC","Maduro","Medium-Full",
27,"Petrus (Nicaragua) Churchill Tubos","7","50","NIC","NIC","CTS/NIC","Colorado Claro","Mild-Medium",
27,"Petrus (Nicaragua) Rothschild","4.75","50","NIC","NIC","CTS/NIC","Colorado Claro","Mild-Medium",
27,"Petrus (Nicaragua) Rothschild Maduro","4.75","50","NIC","NIC","CT/NIC","Maduro","Medium-Full",
27,"Petrus Etiquette Rouge Belicoso","7","50","DR","DR/HON/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
27,"Petrus Etiquette Rouge Churchill","7","50","DR","DR/HON/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
27,"Petrus Etiquette Rouge Corona","5.5","43","DR","DR/HON/NIC","CTS/ECU","Colorado Claro","Mild",
27,"Petrus Fortis Anejo No. 1 ","7","48","DR","DR","ECU","Maduro","Medium-Full",
27,"Petrus Fortis Anejo No. 2 ","6","54","DR","DR","ECU","Maduro","Medium-Full",
27,"Petrus Fortis Anejo No. 3","5.75","46","DR","DR","ECU","Maduro","Medium-Full",
27,"Petrus Oro Negro Antonius","5","52","","NIC","NIC","Maduro","",
27,"Petrus Oro Negro Rothschild","4.75","50","","NIC","NIC","Maduro","",
27,"Petrus Prestige (Prestige Sublime) Eminence Connecticut","7","50","DR","DR","CT/ECU","Colorado Claro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Eminence Habano","7","50","DR","DR","COR/DR","Colorado Maduro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Gladius Connecticut","5.33","42","DR","DR","CT/ECU","Colorado Claro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Gladius Habano","5.33","42","DR","DR","COR/DR","Colorado Maduro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Lancea Connecticut","6.5","38","DR","DR","CT/ECU","Colorado Claro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Lancea Habano","6.5","38","DR","DR","COR/DR","Colorado Maduro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Robusto Connecticut","5","50","DR","DR","CT/ECU","Colorado Claro","Medium-Full",
27,"Petrus Prestige (Prestige Sublime) Robusto Habano","5","50","DR","DR","COR/DR","Colorado Maduro","Medium-Full",
27,"Petrus Reposado Salomon Connecticut","7.1","58","NIC","","CTB","","Medium",
27,"Petrus Reposado Salomon Habano","7.1","58","NIC","","HAB","","Medium",
27,"Petrus Resposado 5000","5","54","DR","NIC","NIC","Maduro","Medium",
27,"Petrus Resposado 6000 ","6","54","DR","NIC","NIC","Maduro","Medium",
27,"Petrus Resposado 7000 ","7","54","DR","NIC","NIC","Maduro","Medium",
27,"Petrus Royal Maduro Belicoso","7","54","DR","DR","CTB","Maduro","Mild-Medium",
27,"Petrus Royal Maduro Churchill","7","50","DR","DR","CTB","Maduro","Mild-Medium",
27,"Petrus Royal Maduro Robusto","5","50","DR","DR","CTB","Maduro","Mild-Medium",
28,"Phatash Cubano Reserve Corojo","7","48","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo","6","44","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo","7","40","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo","4.5","50","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo","6","54","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo","6.13","52","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo Shorty Pyramid","4","58","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo Shorty Robusto","4","60","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo No. 660","6","60","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Corojo No.7","7.5","58","HON","COL/HON/PER","COR","Colorado Maduro","Full",
28,"Phatash Cubano Reserve Criollo Habano Churchill","7","48","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano Corona","6","44","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano Lancero","7","40","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano No. 660","6","60","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano Robusto","4.5","50","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano SHorty Pyramid","4","58","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano Toro","6","54","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Cubano Reserve Criollo Habano Torpedo","6.13","52","HON","COL/HON/PER","H98","Colorado","Medium-Full",
28,"Phatash Habana Bundles Belicoso","6.25","52","NIC","DR","ECU","Colorado Claro","",
28,"Phatash Habana Bundles Churchill","7.5","50","NIC","DR","ECU","Colorado Claro","",
28,"Phatash Habana Bundles Gigante","6","60","NIC","DR","ECU","Colorado Claro","",
28,"Phatash Habana Bundles Robusto","5","50","NIC","DR","ECU","Colorado Claro","",
28,"Phatash Habana Bundles Toro","6","50","NIC","DR","ECU","Colorado Claro","",
28,"Phatash Phat King Fumas Corojo","6","60","HON","PER","COR","Rosado","Medium-Full",
28,"Phatash Phat King Fumas Corojo","7","48","HON","PER","COR","Rosado","Medium-Full",
28,"Phatash Phat King Fumas Corojo","6","54","HON","PER","COR","Rosado","Medium-Full",
28,"Phatash Phat King Fumas Corojo","5","54","HON","PER","COR","Rosado","Medium-Full",
28,"Phatash Phat King Fumas Sumatra","5","54","HON","PER","SUM","Colorado Maduro","Medium-Full",
28,"Phatash Phat King Fumas Sumatra","6.13","52","HON","PER","SUM","Colorado Maduro","Medium-Full",
28,"Phatash Phat King Fumas Sumatra","7","48","HON","PER","SUM","Colorado Maduro","Medium-Full",
28,"Phatash Phat King Fumas Sumatra","6","54","HON","PER","SUM","Colorado Maduro","Medium-Full",
28,"Phatash Phat King Fumas Sumatra","6","60","HON","PER","SUM","Colorado Maduro","Medium-Full",
28,"Phatash Vintage Cameroon Churchill","7.5","50","","HON/NIC","CAM","Colorado Maduro","Medium-Full",
28,"Phatash Vintage Cameroon Robusto","5","50","","HON/NIC","CAM","Colorado Maduro","Medium-Full",
28,"Phatash Vintage Cameroon Toro","6","54","","HON/NIC","CAM","Colorado Maduro","Medium-Full",
28,"Phatash Vintage Cameroon Torpedo","6.25","54","","HON/NIC","CAM","Colorado Maduro","Medium-Full",
29,"Pheasant Churchill","7","50","","DR/HON/CR","CR","","",
29,"Pheasant Churchill","7","50","","DR/HON/CR","ECU","Maduro","",
29,"Pheasant Fast Break","3.75","48","","DR/HON/CR","CR","","",
29,"Pheasant Fast Break","3.75","48","","DR/HON/CR","INDO","Maduro","",
29,"Pheasant Robusto","4.75","52","","DR/HON/CR","CR","","",
29,"Pheasant Robusto","4.75","52","","DR/HON/CR","INDO","Maduro","",
29,"Pheasant Rothschild","4.5","48","","DR/HON/CR","CR","","",
29,"Pheasant Rothschild","4.5","48","","DR/HON/CR","INDO","Maduro","",
29,"Pheasant Torpedo","6","50","","DR/HON/CR","CR","","",
29,"Pheasant Torpedo","6","50","","DR/HON/CR","ECU","Maduro","",
30,"Phil Noble Extrafino","6.5","50","","","","","",
31,"Phillies Black Max Banana","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Blu","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Chocolate","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Grape","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Honey-Berry","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Mild","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Peach","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Rum","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Strawberry","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Sweet","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Vanilla","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Black Max Wine","5","30","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Banana","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Berry","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Chocolate","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Coconut","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Cognac","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Grape","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Greene de Menthe","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Honey","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Mango","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Peach","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Pina Colada","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Sambuca","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Sour Apple","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Strawberry","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Sweet Vanilla","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Blunt Watermelon","4.88","42","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cheroot","5","32","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Apricot","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Banana","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Berry","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Chocolate","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Cinnamon","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Cognac","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Grape","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Greene de Menthe","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Honey","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Mango","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Peach","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Sour Apple","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Strawberry","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Cigarillo Sweet","4.38","37","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Mexicali Slim","4.5","32","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Panatela","5.5","34","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Perfecto","4.75","43","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Sweet","5.75","43","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Tips","4.5","28","USA","CBCS","HMG","Claro","Mild",
31,"Phillies Titan","6.25","44","USA","CBCS","HMG","Claro","Mild",
32,"Phillipine Cigar Company Robusto","","","","","","","",
33,"Phillips & King Guardsmen No.1","8","52","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.2","7.5","50","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.3","6","50","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.4","4.75","50","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.5","7","48","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.6","5.5","44","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.7","6","42","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Guardsmen No.8","6","36","DR","BRA/DR/MEX","INDO","Colorado Maduro","Mild",
33,"Phillips & King Rejects Churchill","7","48","NIC","NIC","NIC","Colorado Maduro","Medium",
33,"Phillips & King Rejects Churchill","7","48","NIC","NIC","NIC","Maduro","Medium",
33,"Phillips & King Rejects Churchill","7","48","DR","DR","DR","Colorado Maduro","Mild",
33,"Phillips & King Rejects Churchill","7","48","DR","DR","DR","Maduro","Mild",
33,"Phillips & King Rejects Robusto","5","50","NIC","NIC","NIC","Colorado Maduro","Medium",
33,"Phillips & King Rejects Robusto","5","50","NIC","NIC","NIC","Maduro","Medium",
33,"Phillips & King Rejects Robusto","5","50","DR","DR","DR","Colorado Maduro","Mild",
33,"Phillips & King Rejects Robusto","5","50","DR","DR","DR","Maduro","Mild",
33,"Phillips & King Rejects Toro","6","50","NIC","NIC","NIC","Colorado Maduro","Medium",
33,"Phillips & King Rejects Toro","6","50","NIC","NIC","NIC","Maduro","Medium",
33,"Phillips & King Rejects Toro Grande","6","54","DR","DR","DR","Colorado Maduro","Mild",
33,"Phillips & King Rejects Toro Grande","6","54","DR","DR","DR","Maduro","Mild",
34,"Philosophy Aristotle - Robusto","5","50","","DR","CT","Colorado Maduro","Mild-Medium",
34,"Philosophy Aristotle Churchill","7","47","","DR","CT","Colorado Maduro","Mild-Medium",
34,"Philosophy Aristotle Torpedo","5","52","","DR","CT","Colorado Maduro","Mild-Medium",
34,"Philosophy Voltaire - Churchill","7","47","","DR","ECU/SUM","Colorado Maduro","Medium",
34,"Philosophy Voltaire - Torpedo (Figurado)","5","52","","DR","ECU/SUM","Colorado Maduro","Medium",
34,"Philosophy Voltaire Robusto","5","50","","DR","ECU/SUM","Colorado Maduro","Medium",
35,"Picasso Cigarillo Sumatra","3.62","23","IRE","Pipe","SUM","Colorado Maduro","Mild-Medium",
35,"Picasso Mini Cigarillo Rum","3.25","23","IRE","Pipe","SUM","Naturale","Mild-Medium",
36,"Pickwick Churchill Connecticut","7","48","DR","DR","CTS/ECU","Colorado Claro","Mild",
36,"Pickwick Churchill Habano","7","48","DR","DR","DR/HAB","Colorado Maduro","Medium",
36,"Pickwick Churchill Maduro","7","48","DR","DR","MEX","Maduro","Medium-Full",
36,"Pickwick Churchill San Andres","7","48","DR","DR","MEX","Maduro","Medium",
36,"Pickwick Robusto Connecticut","5","50","DR","DR","CTS/ECU","Colorado Claro","Mild",
36,"Pickwick Robusto Habano","5","50","DR","DR","DR/HAB","Colorado Maduro","Medium",
36,"Pickwick Robusto Maduro","5","50","DR","DR","MEX","Maduro","Medium-Full",
36,"Pickwick Robusto San Andres","5","50","DR","DR","MEX","Maduro","Medium",
36,"Pickwick Toro Connecticut","6","52","DR","DR","CTS/ECU","Colorado Claro","Mild",
36,"Pickwick Toro Habano","6","52","DR","DR","DR/HAB","Colorado Maduro","Medium",
36,"Pickwick Toro Maduro","6","52","DR","DR","MEX","Maduro","Medium-Full",
36,"Pickwick Toro San Andres","6","52","DR","DR","MEX","Maduro","Medium",
36,"Pickwick Torpedo Connecticut","6","50","DR","DR","CTS/ECU","Colorado Claro","Mild",
36,"Pickwick Torpedo Habano","6","50","DR","DR","DR/HAB","Colorado Maduro","Medium",
36,"Pickwick Torpedo Maduro","6","50","DR","DR","MEX","Maduro","Medium-Full",
36,"Pickwick Torpedo San Andres","6","50","DR","DR","MEX","Maduro","Medium",
37,"Pier 28 Connecticut Churchill","7","48","NIC","DR/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
37,"Pier 28 Connecticut Rabito","6.5","46","NIC","DR/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
37,"Pier 28 Connecticut Robusto","5","52","NIC","DR/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
37,"Pier 28 Connecticut Toro Box-Pressed","6","50","NIC","DR/NIC","CTS/ECU","Colorado Claro","Mild-Medium",
37,"Pier 28 Habano 6x46","6","46","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Egg Roll","5.5","70","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Lancero","7","38","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Petit Corona","4.5","42","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Robusto","5","52","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Robusto","6","60","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Toro Box-Pressed","6","50","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Habano Torpedo","6","52","NIC","DR/NIC","ECU/HAB","Colorado","Medium",
37,"Pier 28 Maduro Chocolate Bomb","4.5","42","NIC","NIC","MEX","Maduro","Medium",
37,"Pier 28 Maduro Gordo","6","60","NIC","NIC","MEX","Maduro","Medium",
37,"Pier 28 Maduro Robusto","5","52","NIC","NIC","MEX","Maduro","Medium",
37,"Pier 28 Maduro Robusto","6","54","NIC","NIC","MEX","Maduro","Medium",
37,"Pier 28 Sumatra Rabito","6.5","46","NIC","DR/HON/NIC","ECU/SUM","Colorado Maduro","Medium",
37,"Pier 28 Sumatra Robusto","5","52","NIC","DR/HON/NIC","ECU/SUM","Colorado Maduro","Medium",
37,"Pier 28 Sumatra Toro","6","54","NIC","DR/HON/NIC","ECU/SUM","Colorado Maduro","Medium",
37,"Pier 28 Sumatra Torpedo","6","52","NIC","DR/HON/NIC","ECU/SUM","Colorado Maduro","Medium",
38,"Pigtail Factory Leftovers Connecicut Churchill","7","50","DR","DR/NIC","CTS","Colorado Claro","Medium",
38,"Pigtail Factory Leftovers Connecicut Robusto","5","50","DR","DR/NIC","CTS","Colorado Claro","Medium",
