1,"Royal Manna"
2,"Royal Silk"
3,"Royales"
4,"Rubirosa"
5,"Rum Runner"
6,"Rumba"
7,"Rushmore"
8,"Rustico Habano"
9,"Rusty Humphries"
10,"Rusty%27s"
11,"Ruy Lopez"
12,"Ryan Danger"
13,"S. Plasencia Premium"
14,"S.O.B Cigar"
15,"S.T. Dupont"
16,"Sabana"
17,"Sabor Cubano %28by La Tradicion Cubana%29"
18,"Sabor Cubiche"
19,"Sabor Habano"
20,"Sabroso"
21,"Sacra Folium Cigar Co."
22,"SACUBA"
23,"Saga"
24,"Saint Luis Rey"
25,"Saint Luis Rey %28Cuban%29"
26,"Salute to Arms"
27,"Salvador"
28,"Samana"
29,"Samsara"
30,"Samurai"
31,"San Andres Southern Tobacco Company"
32,"San Angelo"
33,"San Antonio"
34,"San Bajito"
35,"San Carlos"
36,"San Cristobal"
37,"San Cristobal de La Habana"
38,"San Felice"
39,"San Fernando"
40,"San Juan Martinez"
41,"San Luis Rey"
42,"San Marco"
43,"San Martin"
44,"San Miguel %28Gurkha San Miguel%29"
45,"San Miguel y Ramirez"
46,"San Pedro Cubana"
47,"San Vicente Collection"
48,"San Victor"
49,"Sancho Panza"
50,"Sancho Panza %28Cuban%29"
