1,"Le Pavillon Campanozo-Figurado","6","54","CR","DR","ECU","Colorado Claro","Mild",
1,"Le Pavillon Canonazo-Robusto","5.875","52","CR","DR","ECU","Colorado Claro","Mild",
1,"Le Pavillon Sublime-Toro","6.5","54","CR","DR","ECU","Colorado Claro","Mild",
2,"Leaf & Bean (For Leaf by Oscar see Oscar Valladares","","","","","","","",
2,"Leaf & Bean Awesome by Noel Rojas","6","50","NIC","NIC","PA","Oscuro","Medium-Full",
2,"Leaf & Bean Leaf and Bean by Esteban","6","52","NIC","NIC","HON","Colorado Maduro","Medium-Full",
2,"Leaf & Bean Leaf and Bean by Noel ","6","52","NIC","NIC","PA","Colorado","Medium",
3,"Leccia Tobacco Black Double Toro (660) ","6","60","NIC","BRA/DR/NIC","HAB","Colorado Maduro","Medium-Full",
3,"Leccia Tobacco Black Little Guy (448)","4","48","NIC","BRA/DR/NIC","HAB","Colorado Maduro","Medium-Full",
3,"Leccia Tobacco Black Robusto (552) ","5","52","NIC","BRA/DR/NIC","HAB","Colorado Maduro","Medium-Full",
3,"Leccia Tobacco Black Toro (650) ","6","50","NIC","BRA/DR/NIC","HAB","Colorado Maduro","Medium-Full",
3,"Leccia Tobacco Black Torpedo (654)","6","54","NIC","BRA/DR/NIC","HAB","Colorado Maduro","Medium-Full",
3,"Leccia Tobacco Debut Double Churchill","7","60","HON","DR/HON/NIC","ECU/HAB","Colorado Maduro","Medium",
3,"Leccia Tobacco Debut Double Robusto","5","60","HON","DR/HON/NIC","ECU/HAB","Colorado Maduro","Medium",
3,"Leccia Tobacco Debut Figurado","6.25","52","HON","DR/HON/NIC","ECU/HAB","Colorado Maduro","Medium",
3,"Leccia Tobacco Desnudo Double Toro","6","60","NIC","BRA/NIC/PA","BRA","Colorado Maduro","Medium",
3,"Leccia Tobacco Desnudo Lancero","7.5","38","NIC","BRA/NIC/PA","BRA","Colorado Maduro","Medium",
3,"Leccia Tobacco Desnudo Robusto","5","54","NIC","BRA/NIC/PA","BRA","Colorado Maduro","Medium",
3,"Leccia Tobacco Desnudo Toro","6","52","NIC","BRA/NIC/PA","BRA","Colorado Maduro","Medium",
3,"Leccia Tobacco Luchador (classic) El Castigo","6","60","NIC","HON/NIC/PA","MEX","Maduro","Medium",
3,"Leccia Tobacco Luchador (classic) El Guapo","6","50","NIC","HON/NIC/PA","MEX","Maduro","Medium",
3,"Leccia Tobacco Luchador (classic) El Hombre ","5","54","NIC","HON/NIC/PA","MEX","Maduro","Medium",
3,"Leccia Tobacco Luchador (classic) Loco Perfecto","6","58","NIC","HON/NIC/PA","MEX","Maduro","Medium",
3,"Leccia Tobacco Luchador El Gringo Chin Music","6","48","NIC","NIC/PA","NIC","Oscuro","Full",
3,"Leccia Tobacco Luchador El Gringo Frog Splash ","4.5","70","NIC","NIC/PA","NIC","Oscuro","Full",
3,"Leccia Tobacco Luchador El Gringo Pile Driver","6","60","NIC","NIC/PA","NIC","Oscuro","Full",
3,"Leccia Tobacco Luchador El Gringo Squared Circle","6.5","64","NIC","NIC/PA","NIC","Oscuro","Full",
3,"Leccia Tobacco White Double Toro (660) ","6","60","NIC","NIC/PA","CAM","Colorado Claro","Full",
3,"Leccia Tobacco White Little Guy (446)","4","46","NIC","NIC/PA","CAM","Colorado Claro","Full",
3,"Leccia Tobacco White Perfecto (658)","6","58","NIC","NIC/PA","CAM","Colorado Claro","Full",
3,"Leccia Tobacco White Robusto (552) ","5","52","NIC","NIC/PA","CAM","Colorado Claro","Full",
3,"Leccia Tobacco White Toro (650) ","6","50","NIC","NIC/PA","CAM","Colorado Claro","Full",
4,"LegendArio (by Camacho) Connecticut Bertha","6","60","HON","HON","CT","Colorado Claro","Medium-Full",
4,"LegendArio (by Camacho) Connecticut Figurado ","6.5","54","HON","HON","CT","Colorado Claro","Medium-Full",
4,"LegendArio (by Camacho) Connecticut Toro","6","50","HON","HON","CT","Naturale","Medium-Full",
4,"LegendArio (by Camacho) Corojo Bertha","6","60","HON","HON","COR/HON","Colorado Maduro","Medium-Full",
