1,"Quintero Belicoso","6.12","52","HON","HON/NIC","COR/HON","Colorado","Medium",
1,"Quintero Belicoso Maduro","6.12","52","HON","HON/NIC","MEX","Maduro","Medium",
1,"Quintero Churchill","7.25","54","HON","HON/NIC","COR/HON","Colorado","Medium",
1,"Quintero Churchill Maduro","7.25","54","HON","HON/NIC","MEX","Maduro","Medium",
1,"Quintero Corona","5.62","45","HON","HON/NIC","COR/HON","Colorado","Medium",
1,"Quintero Corona Maduro","5.62","45","HON","HON/NIC","MEX","Maduro","Medium",
1,"Quintero Double Corona","7","48","HON","HON/NIC","COR/HON","Colorado","Medium",
1,"Quintero Double Corona Maduro","7","48","HON","HON/NIC","MEX","Maduro","Medium",
1,"Quintero Robusto","5","54","HON","HON/NIC","COR/HON","Colorado Maduro","Medium",
1,"Quintero Robusto Maduro","5","54","HON","HON/NIC","MEX","Maduro","Medium",
1,"Quintero Toro","6","56","HON","HON/NIC","COR/HON","Colorado","Medium",
1,"Quintero Toro Maduro","6","56","HON","HON/NIC","MEX","Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Brevas (2002 blend) ","5.5","41","CUB","CUB","CUB","Colorado Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Brevas (machine made)","5.5","40","CUB","CUB","CUB","Colorado Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Brevas (original blend)","5.4","42","CUB","CUB","CUB","Colorado Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Churchill","6.5","42","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Conchas No. 1","4.4","38","CUB","CUB","CUB","Colorado","Mild",
2,"Quintero (Cuban) (Quintero y Hermano) Coronas","5.6","42","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Coronas (1999 Siglo XXI Millennium Humidor)","5.6","42","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Coronas Selectas","5.5","42","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Favoritos ","4.5","50","CUB","CUB","CUB","Colorado Claro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Londres","4.87","40","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Londres Extra","4.8","40","CUB","CUB","CUB","Colorado Maduro","Mild-Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Medias Coronas","5","40","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Medias Coronas Selectas","5","40","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Mini","3.2","20","CUB","CUB","CUB","Colorado Maduro","Mild-Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Nationales (Handmade)","5.5","40","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Nationales (Machine Made)","5.5","40","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Panatelas (Handmade)","5","36","CUB","CUB","CUB","Colorado Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Panatelas (Machine Made)","5","37","CUB","CUB","CUB","Colorado Maduro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Petit Quinteros","4.1","43","CUB","CUB","CUB","Colorado","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Puritos","4.16","29","CUB","CUB","CUB","Colorado Claro","Medium",
2,"Quintero (Cuban) (Quintero y Hermano) Tubulares","5.2","42","CUB","CUB","CUB","Colorado Maduro","Medium",
3,"Quintessa Belicoso","6.12","52","HON","HON/NIC","HON","Colorado","Medium-Full",
3,"Quintessa Churchill","7","52","HON","HON/NIC","HON","Colorado","Medium-Full",
3,"Quintessa Corona","5.5","44","HON","HON/NIC","HON","Colorado","Medium-Full",
3,"Quintessa Robusto","5","54","HON","HON/NIC","HON","Colorado","Medium-Full",
3,"Quintessa Toro","6","54","HON","HON/NIC","HON","Colorado","Medium-Full",
4,"Quirantes Churchill Connecticut","7.5","50","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Churchill Sumatra Maduro","7.5","50","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Corona Connecticut","5.5","50","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Corona Sumatra Maduro","5.5","50","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Gloria Habana Connecticut","6.75","48","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Gloria Habana Sumatra Maduro","6.75","48","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Lancero Connecticut","7.5","38","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Lancero Sumatra Maduro","7.5","38","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Little Ray Connecticut","5.5","28","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Little Ray Sumatra Maduro","5.5","28","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Lonsdale Connecticut","6.75","46","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Lonsdale Sumatra Maduro","6.75","46","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Magnum Connecticut","8","54","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Magnum Sumatra Maduro","8","54","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes No. 1 Connecticut","6.25","44","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes No. 1 Sumatra Maduro","6.25","44","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Pyramid Connecticut","6","52","DR","DR","CTS/USA","Colorado Claro","Full",
4,"Quirantes Pyramid Sumatra Maduro","6","52","DR","DR","INDO/SUM","Maduro","Full",
4,"Quirantes Ricky Ray Connecticut","5","42","DR","DR","CTS/USA","Colorado Claro","Full",
