1,"La Ribera"
2,"La Rica"
3,"La Rica Hojo"
4,"La Rica Hoya"
5,"La Riqueza"
6,"La Rosa"
7,"La Rosa de Sandiego"
8,"La Rosa Especial"
9,"La Sabana %28Cuba Tobacco Cigar Co.%29"
10,"La Sabana %28Nicaraguan%29"
11,"La Salle %28Thompson%29"
12,"La Saola"
13,"La Selection de Robert"
14,"La Sirena"
15,"La Surina"
16,"La Tabaqueria"
17,"La Tanita"
18,"La Torre de Madero"
19,"La Tradicion Cubana"
20,"La Tribu"
21,"La Unica"
22,"La Veleza"
23,"La Vencedora"
24,"La Venga"
25,"La Vida"
26,"La Zona %28See Espinsosa%29"
27,"Ladrillo"
28,"Lady Club"
29,"Lady Jane"
30,"Laranja %28Espinosa%29"
31,"Larceny"
32,"Larios"
33,"Lars Tetens"
34,"Las Cabrillas"
35,"Las Mareas %28See Crowned Heads%29"
36,"Las Memorias Cubanas %28by La Tradicion Cubana%29"
37,"Las Vegas"
38,"Las Vegas Cigar Co."
39,"Lasandos"
40,"L%27Atelier"
41,"Latin Gold"
42,"Latin Quarter House of Cigars"
43,"Latitude Zero"
44,"L%27Attitude 18"
45,"Laura Chavin"
46,"Laurato"
47,"Le Bonne Cigare"
48,"Le Cigar"
49,"Le Gran Fuma"
50,"Le Hoyo"
