1,"Camaguey Figurado No. 2 Rosado","5","54","NIC","NIC","NIC","Rosado","Mild-Medium",
2,"Cameroon Giants Cameroon Giants","6","60","HON","HON","CAM","Colorado Maduro","Mild-Medium",
3,"Cameroon Secrets Belicoso","6.25","52","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Double Corona","7.5","50","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Gran Corona","6.5","50","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Lonsdale","6.75","41","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Perfecto","4","46","USA","GER/NIC","CAM","Colorado","Medium",
3,"Cameroon Secrets Perla","5","38","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Petite Belicoso","5","52","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Robusto","5","50","DR","DR","CAM","Colorado","Medium",
3,"Cameroon Secrets Toro Especial","6.4","48","DR","DR","CAM","Colorado","Medium",
4,"Camine Pietro 1931 Carbo","6","58","HON","HON/NIC","HON","Colorado Maduro","Medium",
5,"Camino Real (by Route 45) Cabinet Selection Churchill","7","48","COL","COL","COL","Colorado Maduro","Mild-Medium",
5,"Camino Real (by Route 45) Cabinet Selection Robusto","5","49","COL","COL","COL","Colorado Maduro","Mild-Medium",
5,"Camino Real (by Route 45) Cabinet Selection Toro","6","50","COL","COL","COL","Colorado Maduro","Mild-Medium",
5,"Camino Real (by Route 45) Cabinet Selection Torpedo","6.5","52","COL","COL","COL","Colorado Maduro","Mild-Medium",
5,"Camino Real (by Route 45) Liga 3 Churchill","7","48","COL","COL","COL","Colorado Maduro","Medium-Full",
5,"Camino Real (by Route 45) Liga 3 Robusto","5","49","COL","COL","COL","Colorado Maduro","Medium-Full",
5,"Camino Real (by Route 45) Liga 3 Toro","6","50","COL","COL","COL","Colorado Maduro","Medium-Full",
5,"Camino Real (by Route 45) Liga 3 Torpedo","6.5","52","COL","COL","COL","Colorado Maduro","Medium-Full",
5,"Camino Real (by Route 45) Serie 6 Churchill","7","48","COL","COL","COL","Colorado Maduro","Medium",
5,"Camino Real (by Route 45) Serie 6 Robusto","5","49","COL","COL","COL","Colorado Maduro","Medium",
5,"Camino Real (by Route 45) Serie 6 Toro","6","50","COL","COL","COL","Colorado Maduro","Medium",
5,"Camino Real (by Route 45) Serie 6 Torpedo","6.5","52","COL","COL","COL","Colorado Maduro","Medium",
6,"Caminr Pietro 1931 All Mighty","7","50","HON","HON/NIC","HON","Colorado Maduro","Medium",
7,"Cammarata Churchill","6.75","50","USA","DR","HON","Colorado Maduro","Medium",
7,"Cammarata Cuban Double Corona","7.5","54","USA","HON","CTS/USA","Colorado Claro","Medium",
7,"Cammarata Cuban Robusto Maduro","6","54","USA","HON","HON","Maduro","Full",
7,"Cammarata Havana 5x52","5","52","USA","HON","HON","Colorado Maduro","Full",
