1,"Don Antonio (Germany) Millenium","6.77","44","GER","CUB","CUB","Colorado Maduro","",
2,"Don Antonio Pellegrino Churchill","7","50","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Corona","6","44","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Lonsdale","6.5","46","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Panatela","7","38","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Pyramid","6.5","52","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Robusto","5","50","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Toro","6","50","DR","DR","CTS/ECU","Colorado Claro","Medium",
2,"Don Antonio Pellegrino Torpedo","6.5","52","DR","DR","CTS/ECU","Colorado Claro","Medium",
3,"Don Armando Lindas","","","","","","","",
4,"Don Asa Churchill","7.5","50","HON","DR/MEX","INDO","Colorado Maduro","Full",
4,"Don Asa Corona","","","HON","DR/MEX","INDO","Colorado Maduro","Full",
4,"Don Asa Lonsdale","6.5","44","HON","DR/MEX","INDO","Colorado Maduro","Full",
4,"Don Asa Presidente","","","HON","DR/MEX","INDO","Colorado Maduro","Full",
4,"Don Asa Robusto","5","50","HON","DR/MEX","INDO","Colorado Maduro","Full",
4,"Don Asa Rothschild","5.5","50","HON","DR/MEX","INDO","Colorado Maduro","Full",
5,"Don Aurelios Churchill","7","50","DR","DR","CT","Colorado Claro","Medium-Full",
5,"Don Aurelios Robusto","5","50","DR","DR","CT","Colorado Claro","Medium-Full",
5,"Don Aurelios Toro","6","50","DR","DR","CT","Colorado Claro","Medium-Full",
5,"Don Aurelios Torpedo","6.5","52","DR","DR","CT","Colorado Claro","Medium-Full",
6,"Don Barco Admiral","6","50","DR","DR","INDO","Colorado Claro","Medium",
6,"Don Barco Capitan","5","50","DR","DR","INDO","Colorado Claro","Medium",
6,"Don Barco Galeon","7.75","50","DR","DR","INDO","Colorado Claro","Medium",
6,"Don Barco Marinero","6.75","46","DR","DR","INDO","Colorado Claro","Medium",
7,"Don Barreto (New Blend) Churchill ","7","50","NIC","NIC","ECU","Colorado Maduro","Medium-Full",
7,"Don Barreto (New Blend) Robusto","5","50","NIC","NIC","ECU","Colorado Maduro","Medium-Full",
7,"Don Barreto (New Blend) Toro","6","50","NIC","NIC","ECU","Colorado Maduro","Medium-Full",
7,"Don Barreto Churchill","7","50","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
7,"Don Barreto Robusto Porto","4.75","50","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
7,"Don Barreto Toro Flaco","6","46","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
7,"Don Barreto Torpedo","6","52","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
7,"Don Barreto Torpedo Gordo","7","54","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
8,"Don Benigno Cazadore","6.4","44","CR","","","Maduro","Full",
8,"Don Benigno Cervante","6.5","42","CR","","","Maduro","Full",
8,"Don Benigno Churchill","7","47","CR","","","Maduro","Full",
8,"Don Benigno Corona","5.6","42","CR","","","Maduro","Full",
8,"Don Benigno Corona Gorda","5.6","46","CR","","","Maduro","Full",
8,"Don Benigno Double Coronad","7.7","48","CR","","","Maduro","Full",
8,"Don Benigno Figurado","6.1","","CR","","","Maduro","Full",
8,"Don Benigno Gran Corona","9.1","47","CR","","","Maduro","Full",
8,"Don Benigno Joyita","4.9","36","CR","","","Maduro","Full",
8,"Don Benigno Laguito #1","7.6","38","CR","","","Maduro","Full",
8,"Don Benigno Laguito #2","6","38","CR","","","Maduro","Full",
8,"Don Benigno Mareva","5.1","42","CR","","","Maduro","Full",
8,"Don Benigno Panatelita","4.5","26","CR","","","Maduro","Full",
8,"Don Benigno Perla","4.2","40","CR","","","Maduro","Full",
8,"Don Benigno Petit Cetro","5.1","40","CR","","","Maduro","Full",
8,"Don Benigno Petit Robusto ","4","50","CR","SEC","SEC","Maduro","Full",
8,"Don Benigno Piramide","6.1","52","CR","","","Maduro","Full",
8,"Don Benigno Reserva","5.9","52","CR","","","Maduro","Full",
8,"Don Benigno Robusto","4.9","50","CR","","","Maduro","Full",
9,"Don Bernardo No.1","7.5","50","DR","DR","CT","Maduro","Mild-Medium",
9,"Don Bernardo No.1","7.5","50","DR","DR","INDO","Colorado Maduro","Mild",
9,"Don Bernardo No.2","6","52","DR","DR","CT","Maduro","Mild-Medium",
9,"Don Bernardo No.2","6","52","DR","DR","INDO","Colorado Maduro","Mild",
9,"Don Bernardo No.3","6.75","44","DR","DR","CT","Maduro","Mild-Medium",
9,"Don Bernardo No.3","6.75","44","DR","DR","INDO","Colorado Maduro","Mild",
9,"Don Bernardo No.4","6.75","36","DR","DR","CT","Maduro","Mild-Medium",
9,"Don Bernardo No.4","6.75","36","DR","DR","INDO","Colorado Maduro","Mild",
9,"Don Bernardo No.5","4.5","48","DR","DR","CT","Maduro","Mild-Medium",
9,"Don Bernardo No.5","4.5","48","DR","DR","INDO","Colorado Maduro","Mild",
10,"Don Bienve Aroma Caimito Pequeno","5","38","PR","DR/PR","","","",
10,"Don Bienve Aroma Corona","5.25","42","PR","DR/PR","","","",
10,"Don Bienve Aroma Corona "It's a Boy"","5.25","42","PR","DR/PR","","","",
10,"Don Bienve Aroma Corona "It's a Girl"","5.25","42","PR","DR/PR","","","",
10,"Don Bienve Aroma Panatela","5.25","32","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Aroma Petite","4","28","PR","DR/PR","","","",
10,"Don Bienve Caimito Grande","6.5","46","PR","DR","PA","Colorado Maduro","",
10,"Don Bienve Cazador","6.25","44","PR","PR","PA","Colorado Maduro","Medium",
10,"Don Bienve Cinnamon","5","30","PR","DR/PR","","","",
10,"Don Bienve Limited Reserve Aniversario","8","50","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Cazador","6.25","44","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Churchill","7.75","48","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Cristal","7.25","50","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Panetela","6.75","32","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Robusto","5.25","48","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Limited Reserve Toro","6","50","PR","PR","CAM","Colorado Maduro","Medium-Full",
10,"Don Bienve Mint","5","30","PR","DR/PR","","","",
10,"Don Bienve Monce 2000 Series Presidente Bundle","7","50","PR","PR","PR","Naturale","",
10,"Don Bienve Monce 2000 Series Robusto Bundle","5","50","PR","PR","PR","Naturale","",
10,"Don Bienve Peach","5","30","PR","DR/PR","","","",
10,"Don Bienve Premium Selection Cazador E.F.","6.25","44","PR","PR","CTB/USA","Colorado Maduro","Medium",
10,"Don Bienve Premium Selection Churchill","7","48","PR","PR","CTB/USA","Colorado Maduro","Medium",
10,"Don Bienve Premium Selection Robusto E.F.","5.25","48","PR","PR","CTB/USA","Colorado Maduro","Medium",
10,"Don Bienve Vanilla","5","30","PR","DR/PR","","","",
11,"Don Brotto Churchill","7","50","","","","Naturale","Medium",
11,"Don Brotto Corona","5.5","42","","","","Naturale","Medium",
11,"Don Brotto Robusto","5","50","","","","Naturale","Medium",
11,"Don Brotto Toro","6","50","","","","Naturale","Medium",
12,"Don Cándido Selección No.502","5.1","42","CUB","CUB","CUB","Colorado","Medium",
13,"Don Capitano Pencil","","","","","","","",
14,"Don Carbone Amaretto Corona","5.5","46","DR","CBCS","DR","Colorado Maduro","Mild",
14,"Don Carbone Amaretto Petite Corona","5","32","DR","CBCS","DR","Colorado Maduro","Mild",
14,"Don Carbone Canela Petit Corona","5","32","DR","CBCS","DR","Colorado Maduro","Mild",
14,"Don Carbone Cherry Corona","5.5","46","DR","CBCS","DR","Colorado Maduro","Mild",
14,"Don Carbone Cherry Petit Corona","5","32","DR","CBCS","DR","Colorado Maduro","Mild",
14,"Don Carbone Chocolate Corona","5.5","46","DR","CBCS","DR","Colorado Maduro","Mild",
