1,"Sancti Spiritus"
2,"Sandes"
3,"Sanj%27s Smoke Shop"
4,"Santa Ana"
5,"Santa Clara"
6,"Santa Cruz %28Canary Islands%29"
7,"Santa Cruz %28Jamaica%29"
8,"Santa Damiana"
9,"Santa Fe"
10,"Santa Julia"
11,"Santa Karina"
12,"Santa Rosa"
13,"Santamaria"
14,"Santiago %28by La Aurora%29"
15,"Santiago Cabana"
16,"Santiago Cigar Factory"
17,"Santiago de los Caballeros"
18,"Santiago Silk"
19,"Santiana"
20,"Santo Diego"
21,"Sao Salvador"
22,"Savannah Bulldogs"
23,"Savinelli"
24,"Savoy"
25,"SB %28Stogie Boys%29"
26,"SBK %28Small Batch Kings%29"
27,"Scarface"
28,"Schimmelpenninck"
29,"Schrader"
30,"Schwartz %26 Fenaoui"
31,"Sebastian Reservas"
32,"Second Growth"
33,"Secret Blend of Cuba"
34,"Segovia"
35,"Segundos"
36,"Seijas"
37,"Seleccion Privada %28DR%29"
38,"Selecto Puro Dominicano"
39,"Sello de Oro"
40,"Semar"
41,"Semper Fi"
42,"Sencillo"
43,"Seneca"
44,"Senor Bonilla"
45,"Senor David"
46,"Senor San Andres"
47,"Senor Solomon"
48,"Senorial by Jose Blanco %28Las Cumbres Tabaco%29"
49,"Serafin de Cuba"
50,"Series X"
