1,"Cisso"
2,"Claddagh Reserva"
3,"Clasico"
4,"Classic"
5,"Classico de Continental"
6,"CLE"
7,"Clementine"
8,"Clipper"
9,"Clipper Gold Reserve"
10,"Club Classis"
11,"Club Havana %28by Cubanissimo%29"
12,"Club Sweets"
13,"Clubmaster"
14,"Clutch City %28Cremo%29"
15,"Cocinero"
16,"Cocoa"
17,"Cohiba"
18,"Cohiba %28Cuban%29"
19,"Cohiba %28Monticristi Company%29"
20,"Cojimar"
21,"Colba 1492"
22,"Colinas"
23,"Colita"
24,"Col%C3%B3n"
25,"Columbo"
26,"Columbus %28Honduras%29"
27,"Columbus %28Thompson%29"
28,"Commandante"
29,"Commodore"
30,"Common Roots"
31,"Compaenen"
32,"Companion"
33,"Compay %28by Perdomo%29"
34,"Competere"
35,"Conch Republic"
36,"Conchita de Zarate"
37,"Condal"
38,"Condega %28Nicaragua Cigar Co.%29"
39,"Condega %28Tabacalera Tropical%29"
40,"Conestoga"
41,"Conga Caliente"
42,"Connecticut Crazy"
43,"Connoisseur Choice"
44,"Conquista %28by Rocky Patel%29"
45,"Conquistador %28Mexico%29"
46,"Conquistador %28Nicaragua%29"
47,"Constantin"
48,"Constellation"
49,"Consuegra"
50,"Conuco"
