1,"Kick Ass Quality Cigars Churchill","7","50","DR","DR","INDO","Colorado Maduro","Medium",
1,"Kick Ass Quality Cigars Lonsdale","6","46","DR","DR","INDO","Colorado Maduro","Medium",
1,"Kick Ass Quality Cigars Robusto","5","50","DR","DR","INDO","Colorado Maduro","Medium",
1,"Kick Ass Quality Cigars Toro","6","50","DR","DR","INDO","Colorado Maduro","Medium",
2,"KILO Miami Cigar Company Robusto ","5","50","DR","DR/NIC/USA","ECU/SUM","Colorado Maduro","Full",
2,"KILO United Cigar Robusto ","5","50","NIC","NIC","ECU/HAB","Colorado","Full",
2,"KILO United Cigar Toro","6","52","NIC","NIC","ECU/HAB","Colorado","Full",
3,"Kimbao 5 X 50","5","50","HON","HON/NIC/PER","HON","Colorado Maduro","Medium",
3,"Kimbao 6 X 52","6","52","HON","HON/NIC/PER","HON","Colorado Maduro","Medium",
3,"Kimbao 6 X 60","6","60","HON","HON/NIC/PER","HON","Colorado Maduro","Medium",
4,"King Cobra Churchill","7.5","50","DR","DR","CTS/ECU","Colorado Claro","Full",
4,"King Cobra Corona Extra","6","46","DR","DR","CTS/ECU","Colorado Claro","Full",
4,"King Cobra Lonsdale","7","42","DR","DR","CTS/ECU","Colorado Claro","Full",
4,"King Cobra Robusto","5","50","DR","DR","CTS/ECU","Colorado Claro","Full",
5,"King David (by Alec Bladley) Churchill","7","52","HON","HON/NIC","CT","Colorado Claro","Full",
5,"King David (by Alec Bladley) Corona Extra","4.75","45","HON","HON/NIC","CT","Colorado Claro","Full",
5,"King David (by Alec Bladley) Gordo ","6","60","HON","HON/NIC","CT","Colorado Claro","Full",
5,"King David (by Alec Bladley) Gran Robusto","5","55","HON","HON/NIC","CT","Colorado Claro","Full",
5,"King David (by Alec Bladley) Gran Toro","6","54","HON","HON/NIC","CT","Colorado Claro","Full",
5,"King David Dominican Churchill","7","50","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Dominican Corona","5.75","43","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Dominican Goliath","10","66","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Dominican Lonsdale","6.75","43","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Dominican Robusto","4.5","50","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Dominican Toro","6","50","DR","DR","DR","Colorado Claro","Mild-Medium",
5,"King David Nicaraguan Presidente","7.5","54","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
5,"King David Nicaraguan Pyramide","6.5","54","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
5,"King David Nicaraguan Robusto","5.5","52","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
5,"King David Nicaraguan Toro","6.5","54","NIC","NIC","NIC","Colorado Maduro","Medium-Full",
6,"King Dominican Belicoso","6.5","52","DR","BRA/DR","CTS/USA","Colorado Claro","Mild",
6,"King Dominican Belicoso Maduro","6.5","52","DR","BRA/DR","CTB/USA","Maduro","Mild",
6,"King Dominican No. 1","6.5","42","DR","BRA/DR","CTS/USA","Colorado Claro","Mild",
6,"King Dominican No. 1 Maduro","6.5","42","DR","BRA/DR","CTB/USA","Maduro","Mild",
6,"King Dominican No. 10","7.5","49","DR","BRA/DR","CTS/USA","Colorado Claro","Mild",
