1,"La Hoja Fiesta %28Thompson%29"
2,"La Imperiosa %28See Crowned Heads%29"
3,"La Intimidad"
4,"La Intimidad %28Cuban%29"
5,"La Invicta"
6,"La Isla"
7,"La Joya Cubana"
8,"La Joya de San Andres"
9,"La Jugada %28Formerly Flor de Esteli%29"
10,"La Legendaria"
11,"La Ley"
12,"La Liberate"
13,"La Libertad %28DR%29"
14,"La Libertad %28Nic%29"
15,"La Liga"
16,"La Luna"
17,"La Luna de Santa Maria"
18,"La Marca Cigars"
19,"La Marinita"
20,"La Maximiliana"
21,"La Meridiana %28see Villiger%29"
22,"La Mezcla Cubana"
23,"La Mia"
24,"La Misi%C3%B3n"
25,"La Moneda"
26,"La Native"
27,"La Nubia"
28,"La O%27Paree"
29,"La Palina"
30,"La Palma"
31,"La Palma de Oro %28See Cuban Cigar Factory%29"
32,"La Paloma %28Thompson%29"
33,"La Pantera"
34,"La Paz"
35,"La Pefecta"
36,"La Perla Habana"
37,"La Plata"
38,"La Pluma"
39,"La Primadora"
40,"La Primera"
41,"La Primorosa"
42,"La Princesa de Cuba"
43,"La Prueba"
44,"La Real"
45,"La Regenta"
46,"La Regional"
47,"La Reina"
48,"La Reloba"
49,"La Reserva"
50,"La Restina"
