1,"Serino"
2,"Serrano"
3,"Sevilla"
4,"Sex on the Beach"
5,"Shaggys"
6,"Shakespeare"
7,"Shaman"
8,"Shane Old Fashioned"
9,"Shangri La"
10,"SHB"
11,"Shock %26 Awe"
12,"Shrapnel"
13,"Siboney"
14,"Siboney %28Cuban%29"
15,"SIG"
16,"Siglo 21"
17,"Siglo Limited Reserve"
18,"Signature Collection"
19,"Signature House Blend"
20,"Signature Stogie"
21,"Signet"
22,"Signoria %28by Felipe Gregorio%29"
23,"Sihuapan"
24,"Silo Cigars"
25,"Silverdale"
26,"Silvio Palomino"
27,"Simonoff"
28,"Simpatico"
29,"Sinatra"
30,"Sindicato Cigars"
31,"Sir Vin Cigars"
32,"Sir Wilfred%27s"
33,"Six Zero"
34,"SLR %28See Saint Luis Rey%29"
35,"Smok%2Da%2DCuba"
36,"Smoke Inn"
37,"Smoker Friendly"
38,"Smoker%27s Best"
39,"Smokers Choice"
40,"Smokin%27"
41,"Smokin Joes"
42,"Smokin%27 Sandwich"
43,"Smokin%27 Tiger"
44,"Smokin%27 Toad"
45,"Smokin%27 World"
46,"Smoking Jacket Cigars %28by Hendrik Kelner Jr.%29"
47,"Sobremesa %28See Dunbarton Tobacco %26 Trust%29"
48,"Socorro"
49,"SoEx"
50,"Sol Cubano"
